time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-18T07:24:27.750Z,39.9101667,-120.5558333,9.4,2.76,md,27,102,0.1571,0.12,nc,nc73342655,2020-05-02T22:10:16.040Z,"8km WNW of Lake Davis, CA",earthquake,0.26,0.65,0.115,35,reviewed,nc,nc
2020-02-17T20:14:15.260Z,39.2115,-123.1025,3.51,2.79,md,57,81,0.1188,0.1,nc,nc73342485,2020-05-02T22:10:10.040Z,"10km NNE of Talmage, CA",earthquake,0.14,1.43,0.347,40,reviewed,nc,nc
2020-02-17T06:32:06.550Z,32.0603333,-116.359,16.36,3,ml,59,91,0.3228,0.26,ci,ci39074143,2020-05-02T22:10:04.040Z,"32km NE of Ensenada, B.C., MX",earthquake,0.26,0.85,0.15,165,reviewed,ci,ci
2020-02-16T23:09:31.970Z,39.019,-123.7055,5.85,2.62,md,42,201,0.01937,0.12,nc,nc73342005,2020-05-02T22:10:01.040Z,"12km N of Point Arena, CA",earthquake,0.2,0.2,0.201,39,reviewed,nc,nc
2020-02-16T22:24:35.439Z,34.96666667,-97.70083333,8.17,2.5,ml,83,35,0.09808075321,0.31,ok,ok2020dhtm,2020-05-02T22:10:01.040Z,"16km NNW of Lindsay, Oklahoma",earthquake,,2.4,0.18,32,reviewed,ok,ok
2020-02-16T17:41:48.964Z,31.6058,-103.9826,5,2.9,ml,,54,0.127,0.14,us,us70007re5,2020-05-02T22:10:00.040Z,"37km WSW of Mentone, Texas",earthquake,1.1,1.2,0.056,42,reviewed,us,us
2020-02-16T03:51:19.280Z,40.5365,-124.8626667,24.75,2.9,md,63,248,0.405,0.2,nc,nc73341670,2020-05-02T22:09:56.040Z,"51km W of Ferndale, CA",earthquake,1.14,7.69,0.154,50,reviewed,nc,nc
2020-02-16T01:00:05.430Z,36.9701667,-113.508,9.1,2.5,ml,16,133,0.1102,0.12,uu,uu60360177,2020-02-18T15:47:12.292Z,"16km SSE of Saint George, Utah",earthquake,0.37,0.52,0.163,5,reviewed,uu,uu
2020-02-15T22:37:57.610Z,31.671,-104.3535,5,3.1,ml,,60,0.112,0.54,us,us70007r1l,2020-05-02T22:09:55.040Z,"71km W of Mentone, Texas",earthquake,0.9,1.9,0.06,66,reviewed,us,us
2020-02-15T21:23:41.230Z,25.0563,-109.6626,10,4.6,mb,,111,1.117,0.82,us,us70007r0d,2020-05-02T22:09:55.040Z,"86km SW of Topolobampo, Mexico",earthquake,6.6,1.9,0.08,46,reviewed,us,us
2020-02-15T21:14:29.774Z,49.3814,-116.8012,10,3.2,ml,,96,1.138,0.55,us,us70007r08,2020-05-02T22:09:55.040Z,"37km ESE of Nelson, Canada",earthquake,3.6,2,0.052,48,reviewed,us,us
2020-02-15T09:32:03.830Z,36.6878333,-121.2878333,7.13,2.78,md,57,40,0.02891,0.14,nc,nc73341310,2020-05-02T22:09:52.040Z,"12km SSE of Tres Pinos, CA",earthquake,0.2,0.43,0.156,50,reviewed,nc,nc
2020-02-15T05:40:03.930Z,35.145,-95.31216667,5.97,2.5,ml,25,222,0.1403724541,0.16,ok,ok2020deqw,2020-05-02T22:09:52.040Z,"8km E of Quinton, Oklahoma",earthquake,,0.6,0.25,11,reviewed,ok,ok
2020-02-15T04:45:39.086Z,31.6697,-104.3897,5,2.5,ml,,72,0.128,0.38,us,us70007qpl,2020-05-02T22:09:51.040Z,"73km SSW of Loving, New Mexico",earthquake,1.1,1.8,0.074,30,reviewed,us,us
2020-02-15T02:25:44.530Z,31.2321667,-115.916,5.05,2.86,ml,8,214,0.1948,0.14,ci,ci39072127,2020-02-15T03:13:00.715Z,"82km SE of Maneadero, B.C., MX",earthquake,0.38,1.16,0.166,30,reviewed,ci,ci
2020-02-15T01:08:00.320Z,35.9408333,-120.4866667,9.78,2.93,md,66,74,0.01348,0.08,nc,nc73341190,2020-05-02T22:09:51.040Z,"7km NW of Parkfield, CA",earthquake,0.18,0.14,0.136,78,reviewed,nc,nc
2020-02-14T11:35:23.080Z,35.3285,-118.6186667,5.83,2.51,ml,54,33,0.1129,0.18,ci,ci39071423,2020-05-02T22:10:38.040Z,"23km NE of Arvin, CA",earthquake,0.16,0.83,0.178,90,reviewed,ci,ci
2020-02-13T19:00:47.940Z,37.4183333,-118.5598333,1.49,2.7,ml,31,79,0.06511,0.07,nc,nc73340695,2020-05-02T22:09:46.040Z,"3km E of Round Valley, CA",earthquake,0.19,0.9,0.242,37,reviewed,nc,nc
2020-02-13T12:55:47.390Z,35.8283333,-116.6003333,0.75,3.15,ml,31,75,0.2735,0.2,ci,ci39070271,2020-05-15T12:41:50.555Z,"34km W of Tecopa, CA",earthquake,0.21,0.88,0.153,78,reviewed,ci,ci
2020-02-13T08:16:46.832Z,29.0856,-113.1275,10,4.3,mb,,191,2.452,1,us,us70007p8d,2020-05-02T22:09:44.040Z,"80km NNE of Santa Isabel, Mexico",earthquake,9.3,2,0.122,19,reviewed,us,us
2020-02-13T03:33:42.050Z,36.6888333,-121.2826667,8.55,3.6,mw,72,44,0.02505,0.11,nc,nc73340375,2020-05-27T17:08:43.797Z,"12km SSE of Tres Pinos, CA",earthquake,0.14,0.34,,5,reviewed,nc,nc
2020-02-13T01:03:36.810Z,33.0078333,-116.3588333,10.71,2.88,ml,98,48,0.05645,0.21,ci,ci39069791,2020-05-02T22:09:42.040Z,"24km ESE of Julian, CA",earthquake,0.13,0.33,0.142,130,reviewed,ci,ci
2020-02-12T18:36:07.439Z,47.5381,-92.6329,0,3.1,mb_lg,,80,0.869,1.32,us,us70007nx2,2020-05-02T22:09:42.040Z,"Minnesota",mining explosion,4.1,2,0.1,26,reviewed,us,us
2020-02-12T17:33:03.900Z,36.4295,-84.0243333,34.91,2.72,md,20,62,0.1236,0.24,se,se60303036,2020-09-07T18:10:45.259Z,"4km ENE of Fincastle, Tennessee",earthquake,0.43,0.83,0.084,14,reviewed,se,se
2020-02-12T17:18:53.317Z,31.1997,-103.2841,7.69,2.7,ml,,39,0.017,1.11,us,us70007nw9,2020-05-02T22:09:42.040Z,"31km SE of Pecos, Texas",earthquake,1.4,6.4,0.049,54,reviewed,us,us
2020-02-12T15:26:31.128Z,31.5684,-103.5037,5,2.8,ml,,34,0.14,0.78,us,us70007nu1,2020-05-02T22:09:41.040Z,"16km N of Pecos, Texas",earthquake,0.7,1.6,0.115,10,reviewed,us,us
2020-02-12T01:06:29.900Z,33.1885,-116.3275,11.4,2.96,ml,105,19,0.06178,0.19,ci,ci39298968,2020-05-02T22:09:39.040Z,"9km SSE of Borrego Springs, CA",earthquake,0.11,0.26,0.139,124,reviewed,ci,ci
2020-02-11T20:33:40.522Z,43.6061,-105.3747,0,3,ml,,122,1.096,0.44,us,us70007nc9,2020-04-25T22:19:28.040Z,"Wyoming",mining explosion,4.5,1.8,0.06,36,reviewed,us,us
2020-02-11T20:15:44.310Z,38.8435,-122.7571667,1.32,2.58,md,66,46,0.007216,0.07,nc,nc73339740,2020-04-25T22:19:28.040Z,"4km NW of Cobb, CA",earthquake,0.12,0.18,0.182,42,reviewed,nc,nc
2020-02-11T18:10:08.956Z,47.5679,-92.5763,0,3.2,ml,,81,0.821,0.63,us,us70007n8e,2020-04-25T22:19:26.040Z,"Minnesota",mining explosion,2.7,2,0.066,30,reviewed,us,us
2020-02-11T09:47:52.498Z,31.6052,-104.4564,5,2.5,mb_lg,,72,0.487,0.34,us,us70007n1n,2020-04-25T22:19:21.040Z,"72km NNE of Van Horn, Texas",earthquake,1.3,1.9,0.109,27,reviewed,us,us
2020-02-10T19:31:54.290Z,33.3156667,-116.4195,4.83,2.56,ml,89,16,0.04521,0.2,ci,ci39297768,2020-04-25T22:19:13.040Z,"8km NNW of Borrego Springs, CA",earthquake,0.12,0.46,0.161,100,reviewed,ci,ci
2020-02-10T11:20:43.277Z,31.6845,-104.3304,5,2.7,ml,,70,0.355,0.44,us,us70007mhx,2020-04-25T22:19:09.040Z,"69km W of Mentone, Texas",earthquake,1.3,1.2,0.055,44,reviewed,us,us
2020-02-10T04:28:25.180Z,49.079,-124.964333333333,38.46,2.55,md,18,297,,0.81,uw,uw61572857,2020-02-15T01:12:59.250Z,"21km SSW of Port Alberni, Canada",earthquake,35.95,6.46,0.120004096663777,8,reviewed,uw,uw
2020-02-09T22:13:02.052Z,37.2224,-97.9553,3.41,2.6,ml,,75,0.013,0.88,us,us70007m98,2020-04-25T22:19:03.040Z,"9km SE of Harper, Kansas",earthquake,2.3,3.2,0.062,34,reviewed,us,us
2020-02-09T20:26:22.397Z,44.2938,-105.383,0,3,ml,,113,0.984,0.91,us,us70007q8c,2020-04-25T22:19:47.040Z,"Wyoming",mining explosion,8.7,2,0.069,28,reviewed,us,us
2020-02-09T18:19:27.000Z,35.53,-117.3778333,8.17,2.52,ml,40,73,0.01196,0.14,ci,ci39297288,2020-04-25T22:17:45.040Z,"26km S of Trona, CA",earthquake,0.17,0.38,0.138,90,reviewed,ci,ci
2020-02-09T13:12:43.050Z,35.7363333,-117.5375,6.97,2.67,ml,28,58,0.09306,0.18,ci,ci39297176,2020-04-25T22:18:58.040Z,"12km WSW of Searles Valley, CA",earthquake,0.27,0.8,0.172,25,automatic,ci,ci
2020-02-09T11:56:00.550Z,35.7126667,-117.5676667,2.1,2.54,ml,32,59,0.1057,0.2,ci,ci39297136,2020-04-25T22:18:58.040Z,"14km NE of Ridgecrest, CA",earthquake,0.29,0.6,0.201,26,automatic,ci,ci
2020-02-09T07:34:42.661Z,31.6665,-104.385,5,2.5,mb_lg,,72,0.128,0.5,us,us70007lym,2020-04-25T22:18:56.040Z,"73km SSW of Loving, New Mexico",earthquake,1,1.9,0.132,17,reviewed,us,us
2020-02-09T05:08:13.640Z,35.7173333,-117.5515,4.63,2.8,ml,41,54,0.1051,0.14,ci,ci39296968,2020-04-25T22:18:54.040Z,"14km WSW of Searles Valley, CA",earthquake,0.13,0.42,0.149,99,reviewed,ci,ci
2020-02-09T04:24:00.631Z,28.5241,-98.1921,5,2.7,mb_lg,,145,0.389,1.09,us,us70007sx1,2020-04-25T22:19:57.040Z,"7km N of Three Rivers, Texas",earthquake,1.4,1.9,0.111,21,reviewed,us,us
2020-02-09T02:51:43.190Z,35.095,-116.9645,3.48,2.69,ml,30,53,0.2208,0.13,ci,ci39296912,2020-04-25T22:18:52.040Z,"22km NNE of Barstow, CA",earthquake,0.15,0.72,0.145,106,reviewed,ci,ci
2020-02-08T23:19:15.275Z,37.0626,-97.9778,5,3.5,mb_lg,,35,0.163,0.39,us,us70007lsc,2020-04-25T22:18:51.040Z,"11km SSE of Anthony, Kansas",earthquake,1.7,1.9,0.045,131,reviewed,us,us
2020-02-08T21:08:52.032Z,43.766,-105.2864,0,3.4,ml,,81,0.97,0.45,us,us70007lqh,2020-04-25T22:18:50.040Z,"Wyoming",mining explosion,3.1,1.7,0.053,58,reviewed,us,us
2020-02-08T20:24:08.980Z,34.3556667,-87.2803333,12.86,2.53,md,15,66,0.2167,0.19,se,se60100323,2020-04-25T22:18:49.040Z,"13km S of Moulton, Alabama",earthquake,0.4,1.07,0.096,11,reviewed,se,se
2020-02-08T19:34:20.720Z,35.095,-116.9671667,2.27,3.93,mw,46,33,0.2205,0.13,ci,ci39296624,2020-06-04T03:43:15.748Z,"22km NNE of Barstow, CA",earthquake,0.12,0.6,,4,reviewed,ci,ci
2020-02-08T18:57:27.280Z,35.529,-117.3793333,8.04,2.94,ml,41,65,0.01273,0.14,ci,ci39296600,2020-04-25T22:18:48.040Z,"26km S of Trona, CA",earthquake,0.15,0.35,0.138,102,reviewed,ci,ci
2020-02-08T13:22:30.778Z,31.6565,-104.397,4.23,2.6,ml,,63,0.142,0.45,us,us70007li8,2020-04-25T22:18:45.040Z,"75km SSW of Loving, New Mexico",earthquake,1,3,0.062,34,reviewed,us,us
2020-02-08T10:11:26.880Z,35.9576667,-117.3673333,0.77,2.91,ml,37,52,0.0953,0.17,ci,ci39296232,2020-04-25T22:18:41.040Z,"21km N of Searles Valley, CA",earthquake,0.16,0.4,0.123,199,reviewed,ci,ci
2020-02-08T05:37:37.256Z,39.8651,-98.3442,5,3,mb_lg,,49,1.468,0.49,us,us70007lee,2020-04-25T22:18:37.040Z,"14km NW of Mankato, Kansas",earthquake,2,2,0.047,116,reviewed,us,us
2020-02-08T00:42:03.129Z,35.10816667,-95.3975,7.33,2.59,ml,42,132,0.1106782811,0.18,ok,ok2020crmn,2020-04-25T22:18:34.040Z,"3km W of Quinton, Oklahoma",earthquake,,0.5,0.28,13,reviewed,ok,ok
2020-02-07T22:42:34.350Z,33.5748333,-116.8168333,4.72,2.82,ml,122,13,0.04787,0.22,ci,ci39295664,2020-04-25T22:18:33.040Z,"14km W of Anza, CA",earthquake,0.11,0.39,0.144,148,reviewed,ci,ci
2020-02-07T19:16:43.130Z,35.114,-95.3965,5,2.76,ml,39,142,0.857531723,0.24,ok,ok2020crbt,2020-04-25T22:18:32.040Z,"3km W of Quinton, Oklahoma",earthquake,,2.4,0.25,7,reviewed,ok,ok
2020-02-07T18:30:28.804Z,47.4784,-92.7255,0,3.3,ml,,77,0.953,0.4,us,us70007l20,2020-04-25T22:18:31.040Z,"Minnesota",mining explosion,3.8,2,0.081,20,reviewed,us,us
2020-02-07T10:45:52.400Z,40.6128333,-124.597,25.34,2.88,md,47,217,0.2407,0.15,nc,nc73336781,2020-04-25T22:18:27.040Z,"28km W of Ferndale, CA",earthquake,0.47,1.24,0.191,55,reviewed,nc,nc
2020-02-07T10:41:44.212Z,46.3509,-75.1225,12.07,2.5,ml,,101,0.418,0.41,us,us70007ksi,2020-04-25T22:18:26.040Z,"21km WSW of Riviere-Rouge, Canada",earthquake,3.6,3.1,0.077,22,reviewed,us,us
2020-02-07T05:37:27.320Z,35.102,-95.39966667,6.69,2.55,ml,56,133,0,0.21,ok,ok2020cqat,2020-04-25T22:18:24.040Z,"3km W of Quinton, Oklahoma",earthquake,,0.5,0.19,12,reviewed,ok,ok
2020-02-07T05:35:37.158Z,46.8127,-112.7353,13.19,2.7,ml,,40,0.152,0.57,us,us70007kpk,2020-04-25T22:18:23.040Z,"16km SSW of Lincoln, Montana",earthquake,3.8,2.3,0.056,42,reviewed,us,us
2020-02-07T05:17:23.610Z,46.8758,-112.7383,10.82,2.8,ml,,42,0.097,0.98,us,us70007kvh,2020-04-25T22:18:29.040Z,"9km SSW of Lincoln, Montana",earthquake,1.9,6.8,0.059,38,reviewed,us,us
2020-02-07T02:42:26.079Z,35.09883333,-95.3885,6.33,3.21,ml,64,199,0,0.21,ok,ok2020cpuz,2020-04-25T22:18:20.040Z,"2km SW of Quinton, Oklahoma",earthquake,,0.5,0.17,9,reviewed,ok,ok
2020-02-07T01:49:01.860Z,35.10133333,-95.3845,5.82,3.24,ml,76,85,0,0.22,ok,ok2020cptf,2020-04-25T22:18:19.040Z,"2km SW of Quinton, Oklahoma",earthquake,,0.5,0.18,8,reviewed,ok,ok
2020-02-07T00:53:18.300Z,40.3533333,-124.279,29.77,2.82,md,30,123,0.02907,0.11,nc,nc73336646,2020-04-25T22:18:17.040Z,"3km N of Petrolia, CA",earthquake,0.39,0.43,0.157,59,reviewed,nc,nc
2020-02-06T22:16:54.210Z,49.3871666666667,-120.538833333333,-0.37,2.57,ml,15,184,,0.36,uw,uw61572072,2020-02-06T22:25:46.160Z,"8km SSW of Princeton, Canada",explosion,1.4,31.61,0.153675948483537,8,reviewed,uw,uw
2020-02-06T20:31:21.886Z,43.9847,-105.4449,0,3,ml,,129,1.025,0.64,us,us70007k6v,2020-04-25T22:18:15.040Z,"Wyoming",mining explosion,5,1.7,0.069,28,reviewed,us,us
2020-02-06T16:19:10.035Z,37.8143,-115.1477,10.2,2.8,ml,15,108.07,0.415,0.0875,nn,nn00716641,2020-04-25T22:18:13.040Z,"55km N of Alamo, Nevada",earthquake,,2.1,0.22,9,reviewed,nn,nn
2020-02-06T14:04:43.084Z,31.658,-104.3234,5,2.6,ml,,60,0.117,0.46,us,us70007jyq,2020-04-25T22:18:11.040Z,"68km W of Mentone, Texas",earthquake,1.1,1.4,0.097,34,reviewed,us,us
2020-02-06T13:34:26.452Z,35.26684952,-97.8944931,0.2293986529,2.73,ml,68,33.37504578,0.1021469906,0.8675254396,ok,ok2020couz,2020-04-25T22:18:10.040Z,"6km W of Tuttle, Oklahoma",earthquake,1.481519097,1.181346925,,52,automatic,ok,ok
2020-02-06T13:20:43.710Z,35.6825,-117.4045,8.13,2.95,ml,37,71,0.08965,0.12,ci,ci39293816,2020-04-25T22:18:09.040Z,"9km SSW of Trona, CA",earthquake,0.13,0.52,0.158,88,reviewed,ci,ci
2020-02-06T11:05:29.590Z,40.2875,-124.3615,7.48,3.06,ml,21,246,0.0145,0.13,nc,nc73336291,2020-04-25T22:18:07.040Z,"8km WSW of Petrolia, CA",earthquake,0.65,0.3,0.23,21,reviewed,nc,nc
2020-02-06T10:00:08.260Z,40.3016667,-124.3901667,8.88,2.51,md,17,239,0.03871,0.08,nc,nc73336276,2020-04-25T22:18:06.040Z,"9km WSW of Petrolia, CA",earthquake,0.38,0.25,0.124,15,reviewed,nc,nc
2020-02-06T08:20:24.620Z,40.3025,-124.3835,8.8,3.76,mw,21,237,0.0343,0.09,nc,nc73336226,2020-04-25T22:18:04.040Z,"9km WSW of Petrolia, CA",earthquake,0.5,0.24,,5,reviewed,nc,nc
2020-02-06T07:32:07.847Z,31.6823,-104.3898,5,2.7,ml,,71,0.118,0.44,us,us70007jqt,2020-04-25T22:18:04.040Z,"72km SSW of Loving, New Mexico",earthquake,1.4,1.8,0.074,42,reviewed,us,us
2020-02-05T00:36:39.684Z,41.3833,-107.1282,5,3,ml,,124,0.86,0.48,us,us70007isk,2020-04-25T22:17:45.040Z,"28km WSW of Saratoga, Wyoming",earthquake,4,1.9,0.041,78,reviewed,us,us
2020-02-04T23:21:21.160Z,35.802,-117.6271667,6.2,2.65,ml,33,54,0.02773,0.17,ci,ci39292256,2020-04-18T22:10:26.040Z,"20km W of Searles Valley, CA",earthquake,0.22,0.57,0.16,25,automatic,ci,ci
2020-02-04T13:05:31.560Z,38.6768333,-122.8921667,7.12,2.65,md,80,75,0.06253,0.08,nc,nc73335561,2020-04-18T22:10:24.040Z,"8km NNW of Healdsburg, CA",earthquake,0.13,0.38,0.247,53,reviewed,nc,nc
2020-02-04T13:03:32.830Z,33.1495,-115.6325,3.02,2.9,ml,59,30,0.03127,0.22,ci,ci39291832,2020-04-18T22:10:24.040Z,"11km WNW of Calipatria, CA",earthquake,0.14,0.27,0.172,90,reviewed,ci,ci
2020-02-04T05:35:46.600Z,36.1051667,-89.4156667,11.74,2.78,md,57,52,0.03478,0.11,nm,nm60301761,2020-11-06T18:36:56.260Z,"9km NNW of Dyersburg, Tennessee",earthquake,0.15,0.25,0.063,46,reviewed,nm,nm
2020-02-03T21:55:33.736Z,43.6949,-105.3632,0,3,ml,,77,1.049,0.46,us,us60007nwk,2020-04-18T22:10:21.040Z,"Wyoming",mining explosion,7.4,1.7,0.052,56,reviewed,us,us
2020-02-03T21:41:21.690Z,35.5461667,-117.5241667,4.41,2.84,ml,43,48,0.06459,0.13,ci,ci39291168,2020-04-18T22:10:21.040Z,"16km ESE of Ridgecrest, CA",earthquake,0.13,0.38,0.187,125,reviewed,ci,ci
2020-02-03T15:46:38.325Z,37.7974,-114.291,6.2,2.7,ml,11,71.35,0.218,0.1892,nn,nn00716448,2020-04-18T22:10:20.040Z,"19km SE of Pioche, Nevada",earthquake,,2,0.48,6,reviewed,nn,nn
2020-02-03T10:39:57.770Z,40.4341667,-124.6501667,23.8,3.16,ml,51,234,0.2422,0.15,nc,nc73335171,2020-04-18T22:10:19.040Z,"33km WNW of Petrolia, CA",earthquake,0.6,0.95,0.259,52,reviewed,nc,nc
2020-02-03T10:04:11.360Z,37.9286667,-78.0158333,7.86,2.66,md,10,86,0.1139,0.22,se,se60099923,2020-11-03T02:10:24.020Z,"10km S of Louisa, Virginia",earthquake,0.71,0.98,0.141,21,reviewed,se,se
2020-02-02T21:15:29.816Z,37.785,-114.3133,5.4,2.5,ml,11,66.44,0.215,0.1862,nn,nn00716424,2020-04-18T22:10:21.040Z,"19km SE of Pioche, Nevada",earthquake,,1.7,0,1,reviewed,nn,nn
2020-02-02T21:00:14.230Z,43.7956,-105.3944,0,3.3,ml,,67,1.033,0.9,us,us60007mxq,2020-04-18T22:10:17.040Z,"Wyoming",mining explosion,5.1,1.4,0.048,58,reviewed,us,us
2020-02-02T20:06:40.226Z,46.473,-76.1153,15.37,2.7,mb_lg,,96,1.113,0.4,us,us60007mwm,2020-04-18T22:10:17.040Z,"15km NW of Maniwaki, Canada",earthquake,4,7.9,0.18,8,reviewed,us,us
2020-02-02T20:00:34.633Z,43.6136,-105.3524,0,3,ml,,75,1.078,1.05,us,us60007mwb,2020-04-18T22:10:17.040Z,"Wyoming",mining explosion,6.1,1.8,0.081,20,reviewed,us,us
2020-02-02T19:50:54.156Z,37.7952,-114.3039,7.4,3.1,ml,10,69.59,0.212,0.1837,nn,nn00716423,2020-04-18T22:10:17.040Z,"18km SE of Pioche, Nevada",earthquake,,3.1,0,1,reviewed,nn,nn
2020-02-02T17:39:09.996Z,37.8016,-114.3058,6.3,3.6,ml,11,70.82,0.207,0.2203,nn,nn00716417,2020-04-18T22:10:17.040Z,"17km SE of Pioche, Nevada",earthquake,,1.9,0,1,reviewed,nn,nn
2020-02-02T17:34:29.739Z,37.795,-114.3031,3.2,3.7,ml,13,64.95,0.213,0.1627,nn,nn00716412,2020-04-18T22:10:17.040Z,"16km SE of Pioche, Nevada",earthquake,,1.9,0.45,2,reviewed,nn,nn
2020-02-02T10:10:47.214Z,31.65,-104.3224,5,2.7,ml,,67,0.375,0.5,us,us60007mpp,2020-04-18T22:10:15.040Z,"68km W of Mentone, Texas",earthquake,1.2,1.9,0.051,50,reviewed,us,us
2020-02-02T10:09:33.690Z,35.7596667,-117.5721667,6.27,2.65,ml,31,60,0.05963,0.18,ci,ci39290016,2020-04-18T22:10:15.040Z,"15km W of Searles Valley, CA",earthquake,0.26,0.84,0.112,26,automatic,ci,ci
2020-02-02T06:37:24.742Z,38.5754,-118.4244,9.5,2.7,ml,13,50.79,0.156,0.175,nn,nn00716390,2020-04-18T22:10:14.040Z,"17km ENE of Hawthorne, Nevada",earthquake,,2.3,0.19,3,reviewed,nn,nn
2020-02-02T03:05:23.480Z,36.49766667,-98.1755,7.77,2.7,ml,71,43,0,0.16,ok,ok2020cgsf,2020-04-18T22:10:13.040Z,"9km SE of Helena, Oklahoma",earthquake,,0.4,0.21,28,reviewed,ok,ok
2020-02-02T00:59:50.610Z,33.5768333,-116.8171667,5.16,3.64,mw,157,12,0.04738,0.21,ci,ci39289384,2020-12-05T06:46:55.477Z,"14km W of Anza, CA",earthquake,0.09,0.39,,6,reviewed,ci,ci
2020-02-01T18:55:37.010Z,37.6131667,-118.8158333,9.74,2.69,ml,31,63,0.02338,0.06,nc,nc73334466,2020-04-18T22:10:10.040Z,"13km WNW of Toms Place, CA",earthquake,0.29,0.47,0.253,19,reviewed,nc,nc
2020-02-01T18:36:54.340Z,37.5891667,-118.8216667,9.78,4.41,mw,41,96,0.005974,0.05,nc,nc73334451,2020-04-18T22:10:10.040Z,"13km WNW of Toms Place, CA",earthquake,0.22,0.28,,5,reviewed,nc,nc
2020-02-01T11:52:33.699Z,31.1798,-103.2715,5,2.8,ml,,40,0.007,0.67,us,us60007m3h,2020-04-18T22:10:09.040Z,"34km SE of Pecos, Texas",earthquake,0.8,1.3,0.066,82,reviewed,us,us
2020-02-01T10:50:27.060Z,35.8745,-117.7005,7.8,2.55,ml,29,49,0.08379,0.16,ci,ci39288856,2020-04-18T22:10:25.040Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.7,0.177,25,automatic,ci,ci
2020-02-01T02:13:42.200Z,36.4518318,-118.4871674,15.23,2.53,ml,11,178,0.3371,0.19,ci,ci39288528,2020-02-01T02:43:14.018Z,"37km E of Three Rivers, CA",earthquake,1.37,15.27,0.449,24,automatic,ci,ci
2020-02-01T02:13:24.090Z,37.4565,-118.6135,12.73,3.35,ml,34,85,0.1106,0.07,nc,nc73334336,2020-04-18T22:10:07.040Z,"5km NNW of Round Valley, CA",earthquake,0.31,0.76,0.172,53,reviewed,nc,nc
2020-01-31T20:17:28.661Z,43.6652,-105.3142,0,3.5,ml,,75,1.03,0.79,us,us60007lnq,2020-04-18T22:10:06.040Z,"Wyoming",mining explosion,3.1,1.8,0.044,68,reviewed,us,us
2020-01-31T19:24:33.640Z,40.9924,-114.9982,8.6,2.6,ml,8,152.92,0.307,0.109,nn,nn00716319,2020-04-18T22:10:06.040Z,"11km S of Wells, Nevada",earthquake,,4.4,0.57,5,reviewed,nn,nn
2020-01-31T19:13:43.696Z,45.151,-106.8205,0,3.4,ml,,49,1.593,0.8,us,us60007lml,2020-04-18T22:10:06.040Z,"eastern Montana",mining explosion,5.7,1.8,0.044,68,reviewed,us,us
2020-01-31T18:28:27.136Z,47.5921,-92.6549,0,3.2,ml,,81,0.858,0.79,us,us60007lku,2020-04-18T22:10:05.040Z,"Minnesota",mining explosion,3.8,1.8,0.109,12,reviewed,us,us
2020-01-31T11:13:51.030Z,37.249,-122.1578333,11.64,2.65,md,100,73,0.05401,0.13,nc,nc73334056,2020-04-18T22:10:02.040Z,"12km W of Saratoga, CA",earthquake,0.13,0.25,0.172,111,reviewed,nc,nc
2020-01-31T10:29:12.390Z,35.5196667,-117.405,7.5,2.75,ml,43,36,0.03343,0.13,ci,ci39287752,2020-04-18T22:10:01.040Z,"26km NE of Johannesburg, CA",earthquake,0.14,0.38,0.146,126,reviewed,ci,ci
2020-01-31T07:45:37.110Z,32.3908333,-115.2363333,18.88,3,ml,35,73,0.06474,0.32,ci,ci39287680,2020-04-18T22:10:01.040Z,"6km NW of Delta, B.C., MX",earthquake,0.5,1,0.165,49,reviewed,ci,ci
2020-01-31T07:08:18.580Z,37.4381667,-118.8778333,6.5,2.52,md,31,111,0.1565,0.04,nc,nc73334001,2020-04-18T22:10:07.040Z,"22km SW of Toms Place, CA",earthquake,0.24,31.61,0.185,37,reviewed,nc,nc
2020-01-31T06:41:16.190Z,31.6723,-104.3842,5,2.7,ml,,72,0.123,0.53,us,us60007l44,2020-04-18T22:10:00.040Z,"73km SSW of Loving, New Mexico",earthquake,1.4,1.8,0.05,52,reviewed,us,us
2020-01-31T06:19:31.203Z,31.6595,-104.38,8.56,2.8,ml,,62,0.132,0.45,us,us60007l3l,2020-04-18T22:10:00.040Z,"74km SSW of Loving, New Mexico",earthquake,2,8.5,0.048,56,reviewed,us,us
2020-01-31T03:47:05.028Z,46.7898,-112.2885,5,3.3,ml,,45,0.05,0.79,us,us60007l0j,2020-04-18T22:09:59.040Z,"18km WNW of Helena Valley Northwest, Montana",earthquake,2.8,2,0.046,62,reviewed,us,us
2020-01-31T03:27:37.381Z,31.7132,-104.0271,5,3.6,mwr,,49,0.221,0.4,us,us60007l03,2020-04-18T22:09:59.040Z,"40km W of Mentone, Texas",earthquake,0.8,1.5,0.06,27,reviewed,us,us
2020-01-31T03:25:51.533Z,31.7083,-104.0187,5,3.6,mwr,,48,0.213,0.43,us,us60007kzz,2020-04-18T22:09:59.040Z,"39km W of Mentone, Texas",earthquake,2.6,1.9,0.127,6,reviewed,us,us
2020-01-30T17:07:34.940Z,36.7001667,-121.3308333,3.74,2.8,md,57,63,0.0579,0.09,nc,nc73333836,2020-04-18T22:09:57.040Z,"10km S of Tres Pinos, CA",earthquake,0.16,0.84,0.189,76,reviewed,nc,nc
